,HERE_address,Latitude,Longitude,schs_1km,schs_2km,sap_sch_1km,sap_sch_2km,autonomous_sch_1km,autonomous_sch_2km,gifted_sch_1km,gifted_sch_2km,ip_sch_1km,ip_sch_2km,hawker_1km,hawker_2km,supermarket_1km,supermarket_2km
40505,126 YISHUN ST 11 Singapore,1.4337,103.83007,7,16,0,0,1,1,0,0,0,0,1,2,8,20
40518,727 YISHUN ST 71 Singapore,1.42639,103.83099,5,18,0,0,0,1,0,0,0,0,1,2,8,22
40525,121 YISHUN ST 11 Singapore,1.43418,103.83012,7,16,0,0,1,1,0,0,0,0,1,2,7,21
40533,714 YISHUN ST 71 Singapore,1.42726,103.82762,5,16,0,0,0,1,0,0,0,0,1,2,7,20
40547,398 YISHUN RING RD Singapore,1.42815,103.84721,3,14,0,0,0,1,0,0,0,0,1,1,5,21
40553,799 YISHUN RING RD Singapore,1.41935,103.8326,7,16,0,0,0,1,0,0,0,0,0,2,7,22
40560,871 YISHUN ST 81 Singapore,1.41322,103.83758,6,11,0,0,0,0,0,0,0,0,0,1,6,17
40565,638 YISHUN ST 61 Singapore,1.42002,103.83842,7,16,0,0,0,1,0,0,0,0,1,2,10,22
40575,127 YISHUN ST 11 Singapore,1.43347,103.83088,7,15,0,0,1,1,0,0,0,0,1,2,10,20
40588,270 YISHUN ST 22 Singapore,1.43759,103.83987,6,13,0,0,1,1,0,0,0,0,0,2,9,21
40600,401 YISHUN AVE 6 Singapore,1.42705,103.84725,4,15,0,0,0,1,0,0,0,0,1,1,5,21
40603,148 YISHUN ST 11 Singapore,1.43179,103.83236,8,19,0,0,1,1,0,0,0,0,1,2,10,24
40623,754 YISHUN ST 72 Singapore,1.42703,103.83419,8,18,0,0,1,1,0,0,0,0,1,2,10,23
40628,768 YISHUN AVE 3 Singapore,1.4242,103.83397,7,18,0,0,0,1,0,0,0,0,0,2,11,22
40637,784 YISHUN AVE 2 Singapore,1.42172,103.83413,8,18,0,0,0,1,0,0,0,0,0,2,12,22
40650,408 YISHUN AVE 6 Singapore,1.4260700000000002,103.84841,3,13,0,0,0,1,0,0,0,0,1,1,4,21
40656,310 YISHUN RING RD Singapore,1.4321700000000002,103.84115,8,17,0,0,1,1,0,0,0,0,1,2,10,23
40664,615 YISHUN RING RD Singapore,1.41944,103.83539,6,17,0,0,0,1,0,0,0,0,0,2,10,22
40673,621 YISHUN RING RD Singapore,1.41865,103.83556,6,16,0,0,0,1,0,0,0,0,0,2,9,22
40688,394 YISHUN AVE 6 Singapore,1.42871,103.84843,3,13,0,0,0,1,0,0,0,0,1,1,4,18
40701,627 YISHUN ST 61 Singapore,1.41776,103.83665,6,15,0,0,0,1,0,0,0,0,0,2,8,20
40713,131 YISHUN ST 11 Singapore,1.43296,103.83124,7,16,0,0,1,1,0,0,0,0,1,2,10,24
40729,875 YISHUN ST 81 Singapore,1.41489,103.83641,6,12,0,0,0,1,0,0,0,0,0,1,8,18
40742,798 YISHUN RING RD Singapore,1.41899,103.83267,7,16,0,0,0,1,0,0,0,0,0,2,7,22
40746,644 YISHUN ST 61 Singapore,1.42152,103.83731,7,18,0,0,0,1,0,0,0,0,1,2,13,22
40753,298 YISHUN ST 20 Singapore,1.43606,103.835,7,15,0,0,1,1,0,0,0,0,1,2,10,20
40760,213 YISHUN ST 21 Singapore,1.43161,103.83652,10,18,0,0,1,1,0,0,0,0,1,2,12,25
40762,776 YISHUN AVE 2 Singapore,1.42243,103.83388,8,18,0,0,0,1,0,0,0,0,0,2,11,22
40771,212 YISHUN ST 21 Singapore,1.43156,103.83743,9,18,0,0,1,1,0,0,0,0,0,2,12,25
40778,816 YISHUN ST 81 Singapore,1.41191,103.83332,5,9,0,0,0,0,0,0,0,0,0,1,4,14
40787,846 YISHUN RING RD Singapore,1.41678,103.83425,6,15,0,0,0,1,0,0,0,0,0,2,7,20
40792,364 YISHUN RING RD Singapore,1.4287,103.8448,7,17,0,0,1,1,0,0,0,0,1,2,8,24
40795,724 YISHUN ST 71 Singapore,1.42648,103.82946,5,17,0,0,0,1,0,0,0,0,1,2,8,22
40800,360 YISHUN RING RD Singapore,1.42759,103.8457,5,16,0,0,1,1,0,0,0,0,1,1,7,23
40810,828 YISHUN ST 81 Singapore,1.41501,103.83281,5,10,0,0,0,0,0,0,0,0,0,2,6,18
40817,645 YISHUN ST 61 Singapore,1.422,103.83824,7,18,0,0,0,1,0,0,0,0,1,2,14,22
40825,181 ANG MO KIO AVE 5 Singapore,1.37699,103.83723,7,13,1,2,1,2,0,0,1,1,2,8,2,10
40835,639 ANG MO KIO AVE 6 Singapore,1.37981,103.84294,4,12,0,1,0,2,0,0,0,1,3,9,1,12
40850,465 ANG MO KIO AVE 10 Singapore,1.36632,103.85744,4,14,0,1,0,2,0,1,0,1,3,8,4,15
40868,524 ANG MO KIO AVE 5 Singapore,1.37361,103.85304,4,12,0,0,1,1,0,0,0,0,3,11,6,13
40883,542 ANG MO KIO AVE 10 Singapore,1.37445,103.85578,2,11,0,0,1,1,0,0,0,0,2,10,3,14
40898,405 ANG MO KIO AVE 10 Singapore,1.3614,103.85373,3,18,0,1,0,2,0,1,0,1,3,9,3,15
40910,523 ANG MO KIO AVE 5 Singapore,1.37295,103.85203,4,14,0,1,1,2,0,0,0,1,3,11,6,14
40926,575 ANG MO KIO AVE 10 Singapore,1.37121,103.85598,4,12,0,0,1,1,0,0,0,0,3,11,6,15
40939,108 ANG MO KIO AVE 4 Singapore,1.37078,103.83828,6,16,1,3,1,3,0,1,1,2,4,8,7,14
40950,208 ANG MO KIO AVE 1 Singapore,1.36611,103.84277,4,16,0,3,0,3,0,1,0,2,4,11,9,18
40959,106 ANG MO KIO AVE 4 Singapore,1.37179,103.83734,7,15,1,2,1,2,0,0,1,1,4,8,6,13
40968,476 ANG MO KIO AVE 10 Singapore,1.36221,103.85779,4,16,0,1,0,2,0,1,0,1,3,7,3,19
40989,606 ANG MO KIO AVE 5 Singapore,1.37911,103.83683,5,11,1,1,1,2,0,0,1,1,2,6,1,8
40996,540 ANG MO KIO AVE 10 Singapore,1.37512,103.85546,2,11,0,0,1,1,0,0,0,0,2,10,3,13
41013,204 ANG MO KIO AVE 3 Singapore,1.36782,103.84429,6,17,0,3,0,3,0,1,0,2,5,11,7,17
41020,700B ANG MO KIO AVE 6 Singapore,1.3692799999999998,103.84614,6,17,0,3,1,3,0,1,0,2,6,10,8,15
41030,596A ANG MO KIO ST 52 Singapore,1.3726200000000002,103.85074,4,13,0,1,1,2,0,0,0,1,4,10,8,15
41044,642 ANG MO KIO AVE 5 Singapore,1.3777700000000002,103.84074,6,13,1,1,1,2,0,0,1,1,3,8,3,13
41053,521 ANG MO KIO AVE 5 Singapore,1.37346,103.8518,4,14,0,1,1,2,0,0,0,1,3,10,6,13
41065,102 ANG MO KIO AVE 3 Singapore,1.37054,103.83982,6,17,1,3,1,3,0,1,1,2,4,10,7,14
41069,132 ANG MO KIO AVE 3 Singapore,1.37135,103.84245,6,17,1,3,1,3,0,1,1,2,4,10,7,15
41079,614 ANG MO KIO AVE 4 Singapore,1.37807,103.83921,6,13,1,1,1,2,0,0,1,1,2,8,2,11
41086,616 ANG MO KIO AVE 4 Singapore,1.3775700000000002,103.83882,6,14,1,2,1,2,0,0,1,1,2,8,2,11
41089,144 BEDOK RESERVOIR RD Singapore,1.33536,103.91232,2,8,0,1,0,0,0,0,0,0,1,3,4,15
41097,520 BEDOK NTH AVE 1 Singapore,1.33091,103.9272,7,17,1,2,0,2,0,0,0,1,4,8,12,22
41121,109 BEDOK NTH RD Singapore,1.33214,103.93555,9,20,2,2,2,2,0,1,0,1,4,8,6,24
41135,409 BEDOK NTH AVE 2 Singapore,1.32862,103.93234,6,17,1,2,0,2,0,0,0,1,7,7,12,25
41152,410 BEDOK NTH AVE 2 Singapore,1.32857,103.93222,6,17,1,2,0,2,0,0,0,1,7,7,12,26
41165,1 BEDOK STH AVE 1 Singapore,1.32122,103.93405,4,19,0,2,0,4,0,1,1,2,4,8,6,24
41180,33 BEDOK STH AVE 2 Singapore,1.32301,103.93985,6,15,1,2,1,3,0,0,1,1,3,9,7,22
41189,217 BEDOK NTH ST 1 Singapore,1.32705,103.93386,7,18,1,2,0,3,0,0,1,1,6,7,10,25
41192,150 BEDOK RESERVOIR RD Singapore,1.33586,103.91257,2,8,0,1,0,0,0,0,0,0,1,3,4,15
41204,622 BEDOK RESERVOIR RD Singapore,1.334,103.91744,3,13,0,2,0,0,0,0,0,0,2,5,7,18
41214,708 BEDOK NTH RD Singapore,1.33564,103.91927,3,11,0,1,0,0,0,0,0,0,2,5,6,17
41223,43 CHAI CHEE ST Singapore,1.32839,103.92504,5,15,0,2,0,1,0,0,0,1,4,8,10,25
41233,543 BEDOK NTH ST 3 Singapore,1.33011,103.92333,4,13,0,1,0,0,0,0,0,1,3,8,11,24
41241,59 CHAI CHEE RD Singapore,1.32485,103.92044,3,14,0,1,0,0,0,0,0,1,1,7,6,24
41259,411 BEDOK NTH AVE 2 Singapore,1.32857,103.93222,6,17,1,2,0,2,0,0,0,1,7,7,12,26
41264,613 BEDOK RESERVOIR RD Singapore,1.33185,103.91644,3,12,0,2,0,0,0,0,0,0,2,6,5,19
41278,604 BEDOK RESERVOIR RD Singapore,1.33054,103.9129,2,9,0,1,0,0,0,0,0,0,1,3,4,17
41285,52 CHAI CHEE ST Singapore,1.32894,103.92114,2,14,0,1,0,0,0,0,0,1,2,7,9,24
41290,98 BEDOK NTH AVE 4 Singapore,1.33428,103.94022,6,21,2,2,2,2,0,1,0,1,1,8,5,22
41294,19 BEDOK STH RD Singapore,1.31997,103.93423,3,18,0,2,0,4,0,1,1,2,4,8,7,23
41302,110 LENGKONG TIGA Singapore,1.32371,103.91069,3,10,0,1,0,0,0,0,0,0,1,6,3,25
41306,22 SIN MING RD Singapore,1.35783,103.83932,3,17,2,3,1,2,1,2,1,3,1,8,6,16
41328,133 BISHAN ST 12 Singapore,1.34571,103.85193,6,19,0,2,0,3,0,2,0,2,2,8,6,14
41333,266 BISHAN ST 24 Singapore,1.35816,103.84208,2,18,1,3,1,2,1,2,1,3,2,8,6,16
41338,455 SIN MING AVE Singapore,1.35893,103.8307,2,10,1,3,0,2,0,2,0,3,0,5,3,11
41347,230 BISHAN ST 23 Singapore,1.35769,103.84554,3,18,1,2,1,2,1,2,1,2,1,9,4,18
41353,235 BISHAN ST 22 Singapore,1.35875,103.84648,4,18,1,2,1,2,1,2,1,2,1,9,4,18
41362,267 BISHAN ST 24 Singapore,1.35766,103.84304,2,17,1,2,1,1,1,2,1,2,2,8,4,16
41372,291 BISHAN ST 24 Singapore,1.35585,103.84494,2,17,1,2,1,1,1,2,1,2,2,9,5,17
41387,442 SIN MING AVE Singapore,1.35907,103.83245,2,10,1,3,0,2,0,2,0,3,1,6,3,11
41392,205 BISHAN ST 23 Singapore,1.35552,103.84767,4,20,1,2,1,1,1,2,1,2,1,10,5,18
41394,196 BISHAN ST 13 Singapore,1.3482299999999998,103.85072,6,20,1,2,1,2,1,2,1,2,1,9,4,16
41403,245 BISHAN ST 22 Singapore,1.36039,103.84413,4,20,1,3,1,3,1,2,1,3,3,9,4,18
41411,231 BISHAN ST 23 Singapore,1.35748,103.84588,3,17,1,2,1,2,1,2,1,2,1,8,5,18
41423,219 BISHAN ST 23 Singapore,1.35714,103.84951,5,20,1,2,1,2,1,2,1,2,2,9,7,18
41432,283 BT BATOK EAST AVE 3 Singapore,1.34706,103.75743,6,12,0,0,0,0,0,0,0,0,0,0,4,20
41444,135 BT BATOK WEST AVE 6 Singapore,1.3510799999999998,103.74489,5,17,0,0,0,0,0,0,0,0,0,2,8,24
41462,228 BT BATOK CTRL Singapore,1.34844,103.75384,6,15,0,0,0,0,0,0,0,0,0,1,4,20
41471,177 BT BATOK WEST AVE 8 Singapore,1.34612,103.74176,5,15,0,0,0,0,0,0,0,0,1,2,7,27
41483,136 BT BATOK WEST AVE 6 Singapore,1.35111,103.74504,6,17,0,0,0,0,0,0,0,0,0,2,8,24
41499,537 BT BATOK ST 52 Singapore,1.35497,103.75084,3,14,0,0,0,0,0,0,0,0,0,1,7,18
41510,231 BT BATOK EAST AVE 5 Singapore,1.3491799999999998,103.75486,6,15,0,0,0,0,0,0,0,0,0,0,4,20
41531,369 BT BATOK ST 31 Singapore,1.36022,103.75102,6,14,0,0,0,0,0,0,0,0,0,0,5,18
41545,324 BT BATOK ST 33 Singapore,1.36236,103.74775,4,11,0,0,0,0,0,0,0,0,0,0,5,19
41559,318 BT BATOK ST 32 Singapore,1.36076,103.74704,4,12,0,0,0,0,0,0,0,0,0,0,6,18
41570,266 BT BATOK EAST AVE 4 Singapore,1.34919,103.75992,6,8,0,0,0,0,0,0,0,0,0,0,2,20
41578,183 BT BATOK WEST AVE 8 Singapore,1.34628,103.7435,5,16,0,0,0,0,0,0,0,0,1,2,7,25
41588,305 BT BATOK ST 31 Singapore,1.35802,103.74796,6,14,0,0,0,0,0,0,0,0,0,1,8,17
41604,168 BT BATOK WEST AVE 8 Singapore,1.34735,103.74138,5,15,0,0,0,0,0,0,0,0,1,2,8,27
41614,291C BT BATOK ST 24 Singapore,1.34293,103.75531,4,12,0,0,0,0,0,0,0,0,0,1,6,20
41623,171 BT BATOK WEST AVE 8 Singapore,1.34627,103.7402,5,16,0,0,0,0,0,0,0,0,2,2,5,27
41632,291E BT BATOK ST 24 Singapore,1.34342,103.75445,4,12,0,0,0,0,0,0,0,0,0,1,7,22
41642,127 BT BATOK WEST AVE 6 Singapore,1.35164,103.74603,6,16,0,0,0,0,0,0,0,0,0,2,10,22
41656,108 BT BATOK WEST AVE 6 Singapore,1.34763,103.74665,7,16,0,0,0,0,0,0,0,0,0,2,7,26
41662,170 BT BATOK WEST AVE 8 Singapore,1.34656,103.7398,5,16,0,0,0,0,0,0,0,0,2,2,6,27
41673,391 BT BATOK WEST AVE 5 Singapore,1.36562,103.75272,4,14,0,0,0,0,0,0,0,0,0,0,5,20
41697,211 BT BATOK ST 21 Singapore,1.34625,103.75055,6,14,0,0,0,0,0,0,0,0,0,1,8,25
41706,419 BT BATOK WEST AVE 2 Singapore,1.36197,103.74598,4,11,0,0,0,0,0,0,0,0,0,0,5,16
41712,236 BT BATOK EAST AVE 5 Singapore,1.34913,103.75593,6,14,0,0,0,0,0,0,0,0,0,0,4,20
41722,289D BT BATOK ST 25 Singapore,1.34351,103.75894,4,9,0,0,0,0,0,0,0,0,0,1,4,18
41734,189 BT BATOK WEST AVE 6 Singapore,1.34585,103.74653,6,14,0,0,0,0,0,0,0,0,0,2,7,25
41744,203 BT BATOK ST 21 Singapore,1.34754,103.74876,8,16,0,0,0,0,0,0,0,0,0,2,8,26
41754,362 BT BATOK ST 31 Singapore,1.36093,103.74978,6,11,0,0,0,0,0,0,0,0,0,0,5,20
41756,125 BT BATOK CTRL Singapore,1.35168,103.74691,7,15,0,0,0,0,0,0,0,0,0,2,10,21
41764,223 BT BATOK EAST AVE 3 Singapore,1.34788,103.75342,6,15,0,0,0,0,0,0,0,0,0,1,4,21
41773,221 BT BATOK EAST AVE 3 Singapore,1.34771,103.75356,6,14,0,0,0,0,0,0,0,0,0,1,4,21
41782,288A BT BATOK ST 25 Singapore,1.34532,103.76029,4,9,0,1,0,0,0,0,0,0,0,1,2,19
41788,32 JLN BT HO SWEE Singapore,1.28721,103.8284,4,13,0,0,0,1,0,0,0,0,6,16,9,28
41794,133 JLN BT MERAH Singapore,1.27944,103.82731,4,12,0,0,0,1,0,0,0,0,6,16,8,25
41799,20 TELOK BLANGAH CRES Singapore,1.27712,103.82169,4,10,0,0,0,1,0,0,0,0,5,14,4,20
41818,13 TELOK BLANGAH CRES Singapore,1.27798,103.8199,5,11,0,0,0,1,0,0,0,0,5,14,5,22
41836,14 TAMAN HO SWEE Singapore,1.28778,103.83223,5,11,0,0,0,1,0,0,0,0,5,18,9,33
41842,105 BT PURMEI RD Singapore,1.27273,103.82466,3,9,0,0,0,0,0,0,0,0,3,12,4,17
41849,109 BT PURMEI RD Singapore,1.27374,103.82543,3,11,0,0,0,0,0,0,0,0,3,12,5,18
41858,119 BT MERAH VIEW Singapore,1.28357,103.82123,6,12,0,0,0,1,0,0,0,0,7,15,9,23
41881,4 EVERTON PK Singapore,1.27704,103.8401,1,7,0,0,0,0,0,0,0,0,5,13,9,25
41888,6 EVERTON PK Singapore,1.27685,103.83875,1,7,0,0,0,0,0,0,0,0,5,14,10,26
41893,1 EVERTON PK Singapore,1.27727,103.84,1,7,0,0,0,0,0,0,0,0,5,13,9,25
41900,2 EVERTON PK Singapore,1.27717,103.83926,1,7,0,0,0,0,0,0,0,0,5,14,10,26
41908,58 HAVELOCK RD Singapore,1.29029,103.82808,4,12,0,0,0,1,0,0,0,0,5,13,8,38
41927,48 MOH GUAN TER Singapore,1.28383,103.83087,3,12,0,0,0,1,0,0,0,0,6,18,8,30
41929,112 BT PURMEI RD Singapore,1.27471,103.82589,3,11,0,0,0,0,0,0,0,0,3,12,5,20
41940,5 DELTA AVE Singapore,1.29203,103.82739,4,12,0,0,0,1,0,0,0,0,5,12,7,33
41948,119D KIM TIAN RD Singapore,1.28214,103.82801,5,12,0,0,0,1,0,0,0,0,5,16,9,28
41957,8B BOON TIONG RD Singapore,1.28694,103.83062,5,12,0,0,0,1,0,0,0,0,6,17,9,33
41970,25A JLN MEMBINA Singapore,1.28338,103.82614,6,13,0,0,0,1,0,0,0,0,7,14,10,21
41978,19 JLN MEMBINA Singapore,1.28577,103.82619,3,13,0,0,0,1,0,0,0,0,8,14,9,24
41986,77A REDHILL RD Singapore,1.28856,103.8176,6,12,0,0,1,1,0,0,0,0,4,15,4,28
42008,109 SPOTTISWOODE PK RD Singapore,1.27439,103.83637,2,6,0,0,0,0,0,0,0,0,1,15,6,24
42013,149 PETIR RD Singapore,1.37691,103.76675,7,16,0,0,0,0,0,0,0,0,1,1,9,17
42026,221 PENDING RD Singapore,1.37566,103.77344,4,12,0,0,0,0,0,0,0,0,1,1,4,13
42040,113 PENDING RD Singapore,1.37815,103.76934,6,15,0,0,0,0,0,0,0,0,1,1,8,15
42048,205 PETIR RD Singapore,1.3735700000000002,103.77403,5,12,0,0,0,0,0,0,0,0,1,1,2,13
42056,206 PETIR RD Singapore,1.3735700000000002,103.77403,5,12,0,0,0,0,0,0,0,0,1,1,2,13
42069,118 PENDING RD Singapore,1.37702,103.76841,8,16,0,0,0,0,0,0,0,0,1,1,8,16
42084,275 BANGKIT RD Singapore,1.3769999999999998,103.77492,4,12,0,0,0,0,0,0,0,0,1,1,4,12
42092,127 PENDING RD Singapore,1.37648,103.76947,7,15,0,0,0,0,0,0,0,0,1,1,7,15
42095,243 BT PANJANG RING RD Singapore,1.38057,103.77159,5,14,0,0,0,0,0,0,0,0,1,1,7,12
42099,253 BANGKIT RD Singapore,1.38,103.77471,4,13,0,0,0,0,0,0,0,0,1,1,4,11
42107,436 FAJAR RD Singapore,1.38245,103.77023,7,15,0,0,0,0,0,0,0,0,1,1,8,13
42116,450 BT PANJANG RING RD Singapore,1.38506,103.77264,6,13,0,0,0,0,0,0,0,0,1,1,5,11
42128,246 BANGKIT RD Singapore,1.38117,103.77355,5,13,0,0,0,0,0,0,0,0,1,1,6,11
42132,467 SEGAR RD Singapore,1.38726,103.77382,6,10,0,0,0,0,0,0,0,0,0,1,5,11
42144,255 BANGKIT RD Singapore,1.37978,103.77302,5,13,0,0,0,0,0,0,0,0,1,1,5,11
42149,270 BANGKIT RD Singapore,1.37678,103.7741,4,13,0,0,0,0,0,0,0,0,1,1,4,13
42157,613 BT PANJANG RING RD Singapore,1.38413,103.76216,9,19,0,0,0,0,0,0,0,0,0,1,9,16
42171,220 PETIR RD Singapore,1.37432,103.77285,6,12,0,0,0,0,0,0,0,0,1,1,2,13
42177,249 BANGKIT RD Singapore,1.38118,103.77403,5,13,0,0,0,0,0,0,0,0,1,1,6,11
42189,139 PETIR RD Singapore,1.37513,103.76962,7,14,0,0,0,0,0,0,0,0,1,1,7,15
42200,655 SENJA RD Singapore,1.38711,103.7644,6,16,0,0,0,0,0,0,0,0,0,1,9,15
42212,242 BT PANJANG RING RD Singapore,1.38032,103.7717,5,14,0,0,0,0,0,0,0,0,1,1,7,12
42216,537 BT PANJANG RING RD Singapore,1.38372,103.763,8,19,0,0,0,0,0,0,0,0,0,1,9,15
42228,175 LOMPANG RD Singapore,1.38,103.76596,8,16,0,0,0,0,0,0,0,0,1,1,10,16
42242,541 BT PANJANG RING RD Singapore,1.38249,103.76334,8,18,0,0,0,0,0,0,0,0,0,1,9,15
42249,170 GANGSA RD Singapore,1.37839,103.76616,7,16,0,0,0,0,0,0,0,0,1,1,9,16
42263,415 SAUJANA RD Singapore,1.38311,103.7689,8,16,0,0,0,0,0,0,0,0,1,1,9,14
42268,401 FAJAR RD Singapore,1.38077,103.76879,7,16,0,0,0,0,0,0,0,0,1,1,10,14
42272,121 PENDING RD Singapore,1.37726,103.76948,7,15,0,0,0,0,0,0,0,0,1,1,8,16
42278,501 JELAPANG RD Singapore,1.38342,103.7671,9,16,0,0,0,0,0,0,0,0,1,1,10,14
42292,540 JELAPANG RD Singapore,1.38339,103.76393,8,18,0,0,0,0,0,0,0,0,0,1,9,15
42298,239 BT PANJANG RING RD Singapore,1.3798,103.77109,6,14,0,0,0,0,0,0,0,0,1,1,9,12
42308,180 LOMPANG RD Singapore,1.37913,103.76482,5,16,0,0,0,0,0,0,0,0,1,1,9,16
42315,18 TOH YI DR Singapore,1.3398,103.7732,2,4,1,1,0,0,0,0,0,0,1,1,4,10
42318,12 TOH YI DR Singapore,1.33827,103.77266,2,4,1,1,0,0,0,0,0,0,1,1,4,9
42323,13 TOH YI DR Singapore,1.33892,103.77219,2,4,1,1,0,0,0,0,0,0,1,1,4,11
42340,1 QUEEN'S RD Singapore,1.3175,103.80676,2,7,1,3,1,1,1,3,0,3,1,5,2,18
42351,640 ROWELL RD Singapore,1.30757,103.85485,2,9,0,1,0,0,0,0,0,0,3,10,9,30
42366,335A SMITH ST Singapore,1.28283,103.8432,2,6,0,0,0,0,0,0,0,0,8,13,14,32
42377,17 TECK WHYE LANE Singapore,1.37903,103.75407,5,24,0,0,0,1,0,0,0,0,0,0,8,20
42385,484A CHOA CHU KANG AVE 5 Singapore,1.37647,103.73693,4,11,0,0,1,1,0,0,0,0,0,0,3,12
42398,669 CHOA CHU KANG CRES Singapore,1.40312,103.7483,3,7,0,0,0,0,0,0,0,0,0,0,2,6
42410,706 CHOA CHU KANG ST 53 Singapore,1.39057,103.74687,7,17,0,0,0,1,0,0,0,0,0,0,4,14
42414,691A CHOA CHU KANG CRES Singapore,1.40115,103.75127,5,10,0,0,0,0,0,0,0,0,0,0,2,7
42435,210 CHOA CHU KANG CTRL Singapore,1.3827,103.74789,5,17,0,0,0,1,0,0,0,0,0,0,8,18
42448,703 CHOA CHU KANG ST 53 Singapore,1.39144,103.74594,6,17,0,0,0,1,0,0,0,0,0,0,4,14
42454,465 CHOA CHU KANG AVE 4 Singapore,1.37772,103.73658,4,9,0,0,1,1,0,0,0,0,0,0,3,12
42465,162 JLN TECK WHYE Singapore,1.3807,103.75772,6,22,0,0,0,0,0,0,0,0,0,1,9,21
42473,415 CHOA CHU KANG AVE 4 Singapore,1.38271,103.74228,6,14,0,0,1,1,0,0,0,0,0,0,4,14
42477,408 CHOA CHU KANG AVE 3 Singapore,1.38003,103.7404,5,13,0,0,1,1,0,0,0,0,0,0,5,11
42484,562 CHOA CHU KANG ST 52 Singapore,1.39619,103.74595,7,14,0,0,0,1,0,0,0,0,0,0,3,9
42488,427 CHOA CHU KANG AVE 4 Singapore,1.38105,103.73958,5,12,0,0,1,1,0,0,0,0,0,0,4,13
42496,771 CHOA CHU KANG ST 54 Singapore,1.39468,103.74931,6,17,0,0,0,1,0,0,0,0,0,0,3,15
42505,119 TECK WHYE LANE Singapore,1.37937,103.75035,5,20,0,0,0,1,0,0,0,0,0,0,8,19
42510,144 TECK WHYE LANE Singapore,1.38088,103.75272,5,23,0,0,0,1,0,0,0,0,0,0,7,20
42511,690C CHOA CHU KANG CRES Singapore,1.4028,103.7518,3,8,0,0,0,0,0,0,0,0,0,0,3,6
42523,505 CHOA CHU KANG ST 51 Singapore,1.38901,103.74198,6,15,0,0,1,1,0,0,0,0,0,0,3,12
42528,510 CHOA CHU KANG ST 51 Singapore,1.38822,103.74158,6,15,0,0,1,1,0,0,0,0,0,0,3,12
42534,133 TECK WHYE LANE Singapore,1.38065,103.75141,4,22,0,0,0,1,0,0,0,0,0,0,8,20
42536,351 CHOA CHU KANG CTRL Singapore,1.38349,103.74332,7,16,0,0,1,1,0,0,0,0,0,0,6,15
42539,704 WEST COAST RD Singapore,1.30609,103.76061,4,11,1,2,1,1,0,1,0,1,4,5,6,11
42561,702 WEST COAST RD Singapore,1.30703,103.76098,6,11,1,2,1,1,0,1,0,1,4,5,7,13
42581,341 CLEMENTI AVE 5 Singapore,1.31866,103.76911,5,12,1,2,0,1,1,2,0,1,2,5,8,16
42591,367 CLEMENTI AVE 2 Singapore,1.31277,103.77148,6,14,1,2,1,2,0,3,1,2,2,6,7,22
42598,426 CLEMENTI AVE 3 Singapore,1.31176,103.76419,8,11,2,2,1,1,1,1,1,1,5,5,9,15
42614,339 CLEMENTI AVE 5 Singapore,1.31866,103.7693,5,12,1,2,0,1,1,2,0,1,2,5,8,16
42639,450 CLEMENTI AVE 3 Singapore,1.31348,103.7653,10,12,2,2,1,1,1,2,1,2,4,5,7,15
42646,327 CLEMENTI AVE 5 Singapore,1.31469,103.76639,7,12,2,2,1,1,1,2,0,2,4,5,9,15
42652,435 CLEMENTI AVE 3 Singapore,1.31435,103.76249,7,12,2,2,1,2,1,1,0,1,4,5,7,15
42662,301 CLEMENTI AVE 4 Singapore,1.32196,103.76489,4,11,1,2,0,1,1,1,0,1,1,4,4,11
42669,316 CLEMENTI AVE 4 Singapore,1.31833,103.76493,4,11,1,2,0,1,1,1,0,1,4,5,8,15
42679,604 CLEMENTI WEST ST 1 Singapore,1.30511,103.76811,4,14,1,2,1,2,0,2,1,2,2,5,6,15
42686,724 CLEMENTI WEST ST 2 Singapore,1.30352,103.76309,4,12,1,2,1,1,0,2,1,2,2,5,5,11
42690,114 CLEMENTI ST 13 Singapore,1.32397,103.77086,1,12,0,3,0,1,0,2,0,1,0,5,4,14
42694,110 CLEMENTI ST 13 Singapore,1.32312,103.77043,1,12,0,3,0,1,0,2,0,1,1,5,6,13
42699,102 CLEMENTI ST 14 Singapore,1.3223,103.76906,2,13,1,3,0,1,1,2,0,1,1,4,6,12
42700,66 CIRCUIT RD Singapore,1.32664,103.88789,1,11,0,3,0,2,0,0,0,1,4,8,4,28
42713,54 CASSIA CRES Singapore,1.31005,103.8849,5,9,2,3,1,4,0,1,0,1,4,12,10,28
42720,329 UBI AVE 1 Singapore,1.32725,103.90483,4,6,1,1,0,0,0,0,0,0,1,5,3,21
42728,22 EUNOS CRES Singapore,1.3241,103.90256,3,7,1,1,0,2,0,0,0,0,2,9,5,24
42736,9 EUNOS CRES Singapore,1.32204,103.9027,3,8,1,1,0,2,0,0,0,0,2,8,7,27
42748,58 DAKOTA CRES Singapore,1.3075,103.88941,5,8,2,3,3,4,0,1,0,1,3,10,10,35
42755,49 JLN TIGA Singapore,1.30912,103.88523,5,9,2,3,1,4,0,1,0,1,3,11,9,28
42765,43 JLN TIGA Singapore,1.3080200000000002,103.88446,4,8,3,3,2,4,1,1,1,1,3,10,9,28
42767,130 GEYLANG EAST AVE 1 Singapore,1.31671,103.8876,3,10,1,3,0,4,0,1,0,1,5,13,12,32
42774,846 SIMS AVE Singapore,1.31777,103.90164,1,12,0,4,0,3,0,1,0,0,4,8,10,32
