,HERE_address,Latitude,Longitude,schs_1km,schs_2km,sap_sch_1km,sap_sch_2km,autonomous_sch_1km,autonomous_sch_2km,gifted_sch_1km,gifted_sch_2km,ip_sch_1km,ip_sch_2km,hawker_1km,hawker_2km,supermarket_1km,supermarket_2km
42786,631 HOUGANG AVE 8 Singapore,1.37053,103.8815,9,19,0,1,1,1,1,1,0,0,1,4,5,18
42798,248 HOUGANG AVE 3 Singapore,1.35907,103.89261,3,13,1,1,0,2,0,0,0,1,2,2,6,13
42811,116 HOUGANG AVE 1 Singapore,1.3529799999999998,103.88726,6,10,0,2,1,2,0,0,1,1,2,2,6,15
42820,321 HOUGANG AVE 5 Singapore,1.36682,103.89818,4,14,1,1,0,1,0,0,0,0,0,3,4,14
42834,356 HOUGANG AVE 7 Singapore,1.37246,103.89891,6,19,1,1,0,1,0,0,0,0,0,1,4,12
42837,322 HOUGANG AVE 5 Singapore,1.36719,103.89711,4,16,1,1,0,1,0,0,0,0,0,3,4,15
42851,662 HOUGANG AVE 4 Singapore,1.37424,103.88278,9,21,0,2,1,1,1,1,0,0,1,2,6,19
42860,401 HOUGANG AVE 10 Singapore,1.37466,103.89706,9,21,1,2,0,1,0,0,0,0,0,1,6,16
42869,304 HOUGANG AVE 5 Singapore,1.36756,103.89498,5,18,1,1,0,1,0,0,0,0,0,3,4,16
42880,410 HOUGANG AVE 10 Singapore,1.37389,103.89515,9,22,1,2,0,1,0,0,0,0,0,2,6,17
42883,311 HOUGANG AVE 5 Singapore,1.36548,103.89484,4,18,1,1,0,2,0,0,0,1,0,3,4,15
42892,355 HOUGANG AVE 7 Singapore,1.372,103.89846,5,19,1,1,0,1,0,0,0,0,0,2,4,12
42895,627 HOUGANG AVE 8 Singapore,1.3695700000000002,103.88212,8,19,0,1,1,1,1,1,0,0,1,5,4,20
42904,910 HOUGANG ST 91 Singapore,1.37874,103.88295,7,25,0,2,1,1,0,1,0,0,1,1,6,21
42915,137 LOR AH SOO Singapore,1.34919,103.88659,5,11,0,1,1,3,0,0,1,1,1,2,5,16
42923,708 HOUGANG AVE 2 Singapore,1.36643,103.88916,7,23,1,1,1,2,0,1,0,1,1,3,7,18
42932,555 HOUGANG ST 51 Singapore,1.37919,103.88976,7,27,0,2,0,1,0,1,0,0,1,1,8,20
42940,543 HOUGANG AVE 8 Singapore,1.37809,103.8919,9,26,0,2,0,1,0,1,0,0,0,1,8,18
42944,439 HOUGANG AVE 8 Singapore,1.37848,103.89336,9,25,0,2,0,1,0,0,0,0,0,1,7,19
42953,920 HOUGANG ST 91 Singapore,1.37663,103.88398,8,23,0,2,1,1,0,1,0,0,1,2,6,20
42962,534 HOUGANG ST 52 Singapore,1.37689,103.89056,10,24,0,2,1,1,0,1,0,0,1,1,7,17
42967,405 HOUGANG AVE 10 Singapore,1.37384,103.89634,9,21,1,2,0,1,0,0,0,0,0,1,6,15
42974,457 HOUGANG AVE 10 Singapore,1.37725,103.89605,9,23,0,2,0,1,0,0,0,0,0,1,6,19
42982,548 HOUGANG ST 51 Singapore,1.37942,103.89145,8,27,0,2,0,1,0,1,0,0,0,1,8,20
42990,173 HOUGANG AVE 1 Singapore,1.35033,103.88887,6,10,0,2,1,2,0,0,1,1,1,2,4,14
42995,544 HOUGANG AVE 8 Singapore,1.37828,103.8919,9,26,0,2,0,1,0,1,0,0,0,1,8,19
42998,831 HOUGANG CTRL Singapore,1.37123,103.89019,9,21,1,2,1,1,0,1,0,0,1,3,6,20
43006,616 HOUGANG AVE 8 Singapore,1.36926,103.88344,8,19,0,1,1,1,0,1,0,0,1,5,4,19
43016,958 HOUGANG ST 91 Singapore,1.37665,103.87965,7,20,0,2,1,1,1,1,0,0,1,1,8,18
43026,653 HOUGANG AVE 8 Singapore,1.37277,103.88145,9,21,0,1,1,1,1,1,0,0,1,4,6,17
43032,610 HOUGANG AVE 8 Singapore,1.37009,103.88505,8,20,0,1,1,1,0,1,0,0,1,3,5,20
43037,944 HOUGANG ST 92 Singapore,1.37438,103.8804,9,21,0,2,1,1,1,1,0,0,1,4,8,21
43046,320 HOUGANG AVE 5 Singapore,1.36648,103.89805,3,14,1,1,0,1,0,0,0,0,0,3,4,14
43061,408 HOUGANG AVE 10 Singapore,1.37317,103.89567,8,21,1,2,0,1,0,0,0,0,0,2,4,16
43071,359 HOUGANG AVE 5 Singapore,1.36935,103.89542,7,19,1,1,0,1,0,0,0,0,0,3,4,18
43073,461 HOUGANG AVE 10 Singapore,1.3727200000000002,103.89478,7,22,1,2,0,1,0,0,0,0,0,2,4,17
43078,838 HOUGANG CTRL Singapore,1.37025,103.89144,8,20,1,1,1,1,0,1,0,0,0,3,6,19
43087,975 HOUGANG ST 91 Singapore,1.37732,103.87966,7,20,0,2,1,1,1,1,0,0,1,1,7,17
43092,559 HOUGANG ST 51 Singapore,1.38001,103.88989,8,27,1,2,0,1,0,1,0,0,1,1,7,21
43099,940 HOUGANG ST 92 Singapore,1.37359,103.87959,7,18,0,1,1,1,1,1,0,0,1,4,8,18
43107,564 HOUGANG ST 51 Singapore,1.38036,103.8885,9,27,1,2,0,1,0,1,0,0,1,1,6,21
43112,375 HOUGANG ST 31 Singapore,1.3629,103.8895,3,20,1,1,0,2,0,1,0,1,2,3,5,15
43116,261 JURONG EAST ST 24 Singapore,1.34427,103.74036,6,15,0,0,0,0,0,0,0,0,2,2,5,26
43137,225A JURONG EAST ST 21 Singapore,1.34228,103.73666,6,15,0,0,0,0,0,0,0,0,2,3,8,23
43146,301 JURONG EAST ST 32 Singapore,1.34426,103.73535,6,14,0,0,0,0,0,0,0,0,2,4,6,22
43162,330 JURONG EAST AVE 1 Singapore,1.35033,103.73001,6,14,0,0,0,0,0,0,0,0,1,5,3,13
43174,263 JURONG EAST ST 24 Singapore,1.34417,103.74175,4,14,0,0,0,0,0,0,0,0,1,2,6,26
43179,221A JURONG EAST ST 21 Singapore,1.34109,103.73706,6,14,0,0,0,0,0,0,0,0,2,3,8,24
43184,249 JURONG EAST ST 24 Singapore,1.34239,103.73923,6,13,0,0,0,0,0,0,0,0,2,2,9,22
43197,324 JURONG EAST ST 31 Singapore,1.34896,103.72985,6,15,0,0,0,0,0,0,0,0,1,5,3,17
43205,320 JURONG EAST ST 31 Singapore,1.3484200000000002,103.73076,4,14,0,0,0,0,0,0,0,0,2,4,3,17
43212,286D TOH GUAN RD Singapore,1.33952,103.74462,2,12,0,0,0,0,0,0,0,0,1,2,12,22
43225,401 PANDAN GDNS Singapore,1.32058,103.75033,1,7,0,1,1,1,0,1,0,0,1,4,1,20
43228,234 JURONG EAST ST 21 Singapore,1.33973,103.74169,4,12,0,0,0,0,0,0,0,0,1,2,12,23
43238,305 JURONG EAST ST 32 Singapore,1.34556,103.73541,6,14,0,0,0,0,0,0,0,0,2,4,5,20
43246,213 JURONG EAST ST 21 Singapore,1.33923,103.73975,3,11,0,0,0,0,0,0,0,0,1,2,10,22
43253,278 TOH GUAN RD Singapore,1.34077,103.74622,3,12,0,0,0,0,0,0,0,0,1,2,11,23
43261,230 JURONG EAST ST 21 Singapore,1.3413700000000002,103.73736,6,14,0,0,0,0,0,0,0,0,2,3,10,23
43268,267 TOH GUAN RD Singapore,1.34132,103.74461,5,12,0,0,0,0,0,0,0,0,1,2,11,23
43285,51 TEBAN GDNS RD Singapore,1.32093,103.73713,1,3,0,0,1,1,0,0,0,0,1,1,9,23
43292,287D JURONG EAST ST 21 Singapore,1.33806,103.74409,3,11,0,0,0,0,0,0,0,0,1,3,10,23
43302,288C JURONG EAST ST 21 Singapore,1.33938,103.7436,3,11,0,0,0,0,0,0,0,0,1,2,12,23
43308,287A JURONG EAST ST 21 Singapore,1.33827,103.74353,3,11,0,0,0,0,0,0,0,0,1,3,11,24
43321,287B JURONG EAST ST 21 Singapore,1.33828,103.74421,3,11,0,0,0,0,0,0,0,0,1,3,11,23
43329,187 BOON LAY AVE Singapore,1.34571,103.71069,4,18,1,1,1,1,0,0,1,1,2,4,7,15
43376,491 JURONG WEST AVE 1 Singapore,1.34942,103.72604,8,16,0,1,0,1,0,0,0,1,2,5,5,15
43384,489 JURONG WEST AVE 1 Singapore,1.34941,103.72722,6,15,0,0,0,0,0,0,0,0,2,5,4,16
43392,929 JURONG WEST ST 92 Singapore,1.3410799999999998,103.68952,3,11,0,0,0,0,0,0,0,0,1,1,3,12
43405,502 JURONG WEST AVE 1 Singapore,1.35024,103.71814,7,15,0,1,0,1,0,0,0,1,2,4,6,12
43411,528 JURONG WEST ST 52 Singapore,1.34848,103.7169,6,15,0,1,0,1,0,0,0,1,2,4,6,13
43430,485 JURONG WEST AVE 1 Singapore,1.34855,103.72721,7,15,0,0,0,0,0,0,0,0,2,5,4,16
43439,525 JURONG WEST ST 52 Singapore,1.34746,103.7163,7,16,1,1,1,1,0,0,1,1,2,4,6,13
43455,536 JURONG WEST ST 52 Singapore,1.34966,103.71672,6,15,0,1,0,1,0,0,0,1,2,4,6,12
43471,530 JURONG WEST ST 52 Singapore,1.34877,103.71544,8,16,1,1,1,1,0,0,1,1,2,4,5,13
43492,534 JURONG WEST ST 52 Singapore,1.34877,103.71708,6,15,0,1,0,1,0,0,0,1,2,4,6,13
43502,451 JURONG WEST ST 42 Singapore,1.3520299999999998,103.71862,4,13,0,1,0,1,0,0,0,1,2,4,6,11
43504,903 JURONG WEST ST 91 Singapore,1.33969,103.68632,3,10,0,0,0,0,0,0,0,0,0,1,2,9
43511,276D JURONG WEST ST 25 Singapore,1.35348,103.70324,3,11,0,1,0,1,0,0,0,1,0,3,2,11
43529,976 JURONG WEST ST 93 Singapore,1.33991,103.69386,8,13,0,1,0,1,0,0,0,1,1,1,3,11
43538,864 JURONG WEST ST 81 Singapore,1.34963,103.69473,4,13,0,1,0,1,0,0,0,1,1,1,4,11
43551,674B JURONG WEST ST 65 Singapore,1.34489,103.70205,9,16,1,1,1,1,0,0,1,1,1,3,6,13
43569,488 JURONG WEST AVE 1 Singapore,1.34926,103.72617,8,16,0,1,0,1,0,0,0,1,2,5,5,15
43575,620 JURONG WEST ST 65 Singapore,1.34126,103.69948,7,14,0,1,0,1,0,0,0,1,1,2,7,12
43589,979 JURONG WEST ST 93 Singapore,1.33991,103.69439,8,13,0,1,0,1,0,0,0,1,1,1,3,11
43593,680C JURONG WEST CTRL 1 Singapore,1.34523,103.70592,6,17,1,1,1,1,0,0,1,1,1,3,6,14
43600,651B JURONG WEST ST 61 Singapore,1.33686,103.69836,5,14,0,1,0,1,0,0,0,1,1,2,7,12
43610,337A TAH CHING RD Singapore,1.33756,103.72293,3,13,0,1,0,1,0,0,0,1,1,5,2,23
43626,685C JURONG WEST CTRL 1 Singapore,1.34246,103.70398,7,17,1,1,1,1,0,0,1,1,1,3,6,15
43633,263 BOON LAY DR Singapore,1.34532,103.70695,6,17,1,1,1,1,0,0,1,1,1,3,5,15
43638,660A JURONG WEST ST 64 Singapore,1.33589,103.70399,4,16,0,1,0,1,0,0,0,1,1,3,5,12
43648,353 KANG CHING RD Singapore,1.33982,103.72091,6,14,0,1,0,1,0,0,0,1,1,5,2,14
43655,659B JURONG WEST ST 65 Singapore,1.33683,103.70148,5,15,0,1,0,1,0,0,0,1,1,2,6,11
43668,452 JURONG WEST ST 42 Singapore,1.35144,103.71841,4,13,0,1,0,1,0,0,0,1,2,4,6,12
43675,350 CORPORATION DR Singapore,1.33876,103.71908,4,16,0,1,0,1,0,0,0,1,1,4,2,13
43678,416 JURONG WEST ST 42 Singapore,1.3527,103.72575,6,12,0,0,0,0,0,0,0,0,1,4,4,11
43684,635 JURONG WEST ST 65 Singapore,1.34289,103.69829,7,14,0,1,0,1,0,0,0,1,1,2,7,11
43700,268A BOON LAY DR Singapore,1.34814,103.70766,7,17,1,1,1,1,0,0,1,1,1,3,4,13
43710,650A JURONG WEST ST 61 Singapore,1.3378,103.69653,6,14,0,1,0,1,0,0,0,1,1,2,5,11
43725,844 JURONG WEST ST 81 Singapore,1.34507,103.69216,7,13,0,1,0,1,0,0,0,1,1,1,4,11
43728,642 JURONG WEST ST 61 Singapore,1.34063,103.69602,10,14,0,1,0,1,0,0,0,1,1,2,4,11
43739,664B JURONG WEST ST 64 Singapore,1.33862,103.70394,6,17,1,1,1,1,0,0,1,1,1,2,5,13
43746,652B JURONG WEST ST 61 Singapore,1.33685,103.69783,5,14,0,1,0,1,0,0,0,1,1,2,5,12
43760,654A JURONG WEST ST 61 Singapore,1.33595,103.6984,5,13,0,1,0,1,0,0,0,1,1,2,6,12
43771,325 TAH CHING RD Singapore,1.33585,103.72321,3,13,0,1,0,1,0,0,0,1,1,5,2,22
43775,619 JURONG WEST ST 65 Singapore,1.34128,103.70002,6,14,0,1,0,1,0,0,0,1,1,2,7,12
43789,610 JURONG WEST ST 65 Singapore,1.33858,103.70104,6,15,0,1,0,1,0,0,0,1,1,2,6,11
43797,349 CORPORATION DR Singapore,1.33963,103.71909,6,16,0,1,0,1,0,0,0,1,2,4,2,13
43800,684C JURONG WEST ST 64 Singapore,1.34374,103.70463,9,17,1,1,1,1,0,0,1,1,2,3,7,14
43810,685B JURONG WEST ST 64 Singapore,1.3428,103.70389,8,17,1,1,1,1,0,0,1,1,1,3,6,14
43822,629 JURONG WEST ST 65 Singapore,1.34271,103.69951,7,14,0,1,0,1,0,0,0,1,1,2,7,11
43827,154 YUNG HO RD Singapore,1.32742,103.72172,1,5,0,0,0,0,0,0,0,0,1,1,8,17
43831,861 JURONG WEST ST 81 Singapore,1.3491799999999998,103.69679,5,14,0,1,0,1,0,0,0,1,1,2,4,11
43836,701 JURONG WEST ST 71 Singapore,1.34228,103.69497,9,13,0,1,0,1,0,0,0,1,1,1,3,12
43838,669C JURONG WEST ST 64 Singapore,1.3432,103.7029,7,16,1,1,1,1,0,0,1,1,1,3,6,12
43849,687 JURONG WEST CTRL 1 Singapore,1.3415,103.70534,8,17,1,1,1,1,0,0,1,1,2,4,6,15
43860,683B JURONG WEST CTRL 1 Singapore,1.34311,103.70506,9,17,1,1,1,1,0,0,1,1,2,3,7,14
43873,97 WHAMPOA DR Singapore,1.32181,103.85502,3,12,1,2,0,1,0,0,0,0,4,12,6,31
43890,93 GEYLANG BAHRU Singapore,1.32234,103.87149,1,12,0,2,0,1,0,0,0,1,3,10,3,29
43898,3 BEACH RD Singapore,1.30446,103.86571,1,6,0,1,0,1,0,1,0,1,2,8,6,25
43912,102 TOWNER RD Singapore,1.32011,103.85844,4,10,1,2,0,0,0,0,0,0,3,13,8,31
43914,100 WHAMPOA DR Singapore,1.32084,103.85403,4,14,1,2,0,1,0,0,0,0,3,12,5,30
43919,101 JLN RAJAH Singapore,1.32847,103.85058,1,18,0,2,1,1,0,0,0,0,4,10,9,25
43928,55 GEYLANG BAHRU Singapore,1.32362,103.86803,4,12,0,2,0,1,0,0,0,1,2,9,4,26
43936,39 UPP BOON KENG RD Singapore,1.31854,103.87427,1,12,0,2,0,1,0,0,0,1,3,11,7,31
43941,115 WHAMPOA RD Singapore,1.32666,103.85707,4,14,2,2,0,1,0,0,0,0,3,11,7,26
43958,54 KENT RD Singapore,1.31684,103.8528,4,13,1,2,0,0,0,1,0,0,3,12,7,30
43967,10 JLN BATU Singapore,1.30235,103.88284,2,8,1,3,1,4,1,1,1,1,3,5,2,20
43980,61 MARINE DR Singapore,1.3029700000000002,103.90882,2,9,1,2,0,4,1,1,0,0,2,6,10,21
43990,76 MARINE DR Singapore,1.30315,103.90771,2,8,1,2,0,4,1,1,0,0,3,6,11,22
43998,62 MARINE DR Singapore,1.30284,103.90891,4,9,1,2,1,4,1,1,0,0,2,4,10,21
44011,127 PASIR RIS ST 11 Singapore,1.36571,103.95522,8,18,0,0,1,2,0,0,0,0,1,1,5,18
44017,102 PASIR RIS ST 12 Singapore,1.36735,103.95784,8,17,0,0,1,2,0,0,0,0,1,1,6,13
44027,633 PASIR RIS DR 3 Singapore,1.3782299999999998,103.94074,3,6,0,0,0,0,0,0,0,0,0,1,3,7
44041,440 PASIR RIS DR 4 Singapore,1.36911,103.95884,7,15,0,0,1,2,0,0,0,0,1,1,4,12
44046,146 PASIR RIS ST 11 Singapore,1.36309,103.96033,4,17,0,0,1,2,0,0,0,0,0,1,6,15
44054,121 PASIR RIS ST 11 Singapore,1.36704,103.95454,8,17,0,0,1,2,0,0,0,0,1,1,5,16
44062,747 PASIR RIS ST 71 Singapore,1.37905,103.93445,2,3,0,0,0,0,0,0,0,0,0,1,4,6
44076,453 PASIR RIS DR 6 Singapore,1.37168,103.95734,6,13,0,0,0,2,0,0,0,0,1,1,6,11
44083,635 PASIR RIS DR 1 Singapore,1.37733,103.94023,3,6,0,0,0,0,0,0,0,0,0,1,3,7
44095,704 PASIR RIS DR 10 Singapore,1.3806200000000002,103.93731,2,4,0,0,0,0,0,0,0,0,0,1,3,7
44096,514 PASIR RIS ST 52 Singapore,1.37465,103.94335,3,9,0,0,0,0,0,0,0,0,1,1,5,10
44108,722 PASIR RIS ST 72 Singapore,1.3809,103.93673,2,3,0,0,0,0,0,0,0,0,0,1,3,7
44109,467 PASIR RIS DR 6 Singapore,1.37368,103.95678,5,12,0,0,0,1,0,0,0,0,1,1,4,10
44118,637 PASIR RIS DR 1 Singapore,1.3771,103.94052,3,6,0,0,0,0,0,0,0,0,0,1,3,7
44126,183 PASIR RIS ST 11 Singapore,1.36476,103.96061,7,16,0,0,1,2,0,0,0,0,0,1,5,13
44128,124 PASIR RIS ST 11 Singapore,1.366,103.95423,8,18,0,0,1,2,0,0,0,0,1,1,5,19
44138,458 PASIR RIS DR 4 Singapore,1.3712799999999998,103.95968,6,13,0,0,0,2,0,0,0,0,1,1,5,10
44147,191 PASIR RIS ST 12 Singapore,1.36582,103.95868,6,17,0,0,1,2,0,0,0,0,0,1,5,14
44156,725 PASIR RIS ST 72 Singapore,1.38136,103.93583,2,3,0,0,0,0,0,0,0,0,0,1,3,6
44161,405 PASIR RIS DR 6 Singapore,1.37358,103.95563,5,13,0,0,0,1,0,0,0,0,1,1,5,10
44174,517 PASIR RIS ST 52 Singapore,1.37445,103.94371,4,10,0,0,0,0,0,0,0,0,1,1,4,10
44181,576 PASIR RIS ST 53 Singapore,1.37307,103.94671,4,13,0,0,0,1,0,0,0,0,1,1,4,12
44185,271 PASIR RIS ST 21 Singapore,1.36559,103.96419,4,13,0,0,0,2,0,0,0,0,0,1,4,12
44191,237 PASIR RIS ST 21 Singapore,1.37424,103.96272,5,9,0,0,0,1,0,0,0,0,0,1,4,9
44195,504 PASIR RIS ST 52 Singapore,1.37585,103.9452,2,10,0,0,0,0,0,0,0,0,1,1,5,10
44201,235 PASIR RIS ST 21 Singapore,1.37334,103.9624,6,10,0,0,0,1,0,0,0,0,0,1,4,9
44209,129 PASIR RIS ST 11 Singapore,1.36681,103.95581,8,17,0,0,1,2,0,0,0,0,1,1,7,14
44216,781 PASIR RIS ST 71 Singapore,1.3736,103.9386,3,7,0,1,0,0,0,0,0,0,0,1,4,7
44222,510 PASIR RIS ST 52 Singapore,1.37576,103.94442,2,9,0,0,0,0,0,0,0,0,1,1,4,10
44226,460 PASIR RIS DR 4 Singapore,1.37131,103.95924,6,13,0,0,0,2,0,0,0,0,1,1,5,10
44230,712 PASIR RIS ST 72 Singapore,1.38202,103.93814,2,3,0,0,0,0,0,0,0,0,0,1,3,7
44236,422 PASIR RIS DR 6 Singapore,1.37057,103.95484,7,15,0,0,0,2,0,0,0,0,1,1,5,13
44245,408 PASIR RIS DR 6 Singapore,1.37333,103.95376,6,12,0,0,0,1,0,0,0,0,1,1,5,11
44258,607 ELIAS RD Singapore,1.37618,103.94254,3,9,0,0,0,0,0,0,0,0,0,1,5,8
44263,176D EDGEFIELD PLAINS Singapore,1.39807,103.90948,10,19,0,0,0,0,0,0,0,0,0,0,11,19
44284,202B PUNGGOL FIELD Singapore,1.39949,103.90454,14,21,0,0,0,0,0,0,0,0,0,0,6,23
44296,112 EDGEFIELD PLAINS Singapore,1.39654,103.90727,12,23,0,0,0,0,0,0,0,0,0,0,9,23
44311,301C PUNGGOL CTRL Singapore,1.40458,103.90578,6,18,0,0,0,0,0,0,0,0,0,0,9,21
44321,201D PUNGGOL FIELD Singapore,1.4003,103.90331,11,22,0,1,0,0,0,0,0,0,0,0,8,23
44335,205A PUNGGOL FIELD Singapore,1.39838,103.90208,10,25,0,1,0,0,0,0,0,0,0,0,8,24
44348,103C EDGEFIELD PLAINS Singapore,1.39707,103.90478,13,24,0,1,0,0,0,0,0,0,0,0,7,24
44361,105B EDGEFIELD PLAINS Singapore,1.39718,103.90616,14,23,0,0,0,0,0,0,0,0,0,0,7,24
44371,130 EDGEDALE PLAINS Singapore,1.39329,103.90982,8,20,0,0,0,0,0,0,0,0,0,0,5,21
44395,118 EDGEFIELD PLAINS Singapore,1.39646,103.90605,12,24,0,1,0,0,0,0,0,0,0,0,7,24
44409,128B PUNGGOL FIELD WALK Singapore,1.39259,103.91278,7,19,0,0,0,0,0,0,0,0,0,0,5,17
44421,106A PUNGGOL FIELD Singapore,1.3969,103.90856,12,19,0,0,0,0,0,0,0,0,0,0,9,20
44430,104B EDGEFIELD PLAINS Singapore,1.3964,103.90533,14,24,0,1,0,0,0,0,0,0,0,0,7,24
44440,204C PUNGGOL FIELD Singapore,1.39794,103.90302,11,25,0,1,0,0,0,0,0,0,0,0,7,24
44446,114 EDGEFIELD PLAINS Singapore,1.39624,103.90736,10,23,0,0,0,0,0,0,0,0,0,0,9,23
44463,183 EDGEFIELD PLAINS Singapore,1.39874,103.90976,11,19,0,0,0,0,0,0,0,0,0,0,11,19
44475,186 PUNGGOL CTRL Singapore,1.39878,103.91107,11,19,0,0,0,0,0,0,0,0,0,0,11,19
44485,96 C'WEALTH CRES Singapore,1.30665,103.80123,2,8,0,1,0,2,0,1,0,0,5,8,8,18
44492,86 C'WEALTH CL Singapore,1.30449,103.79913,2,6,0,0,0,1,0,0,0,0,5,8,6,21
44505,41 HOLLAND DR Singapore,1.30743,103.79342,0,6,0,0,0,1,0,2,0,1,5,8,11,19
44507,6 HOLLAND CL Singapore,1.3071,103.7957,1,7,0,0,0,1,0,2,0,1,6,8,9,18
44540,21 GHIM MOH RD Singapore,1.3103200000000002,103.78819,1,8,0,0,0,1,1,2,0,1,3,7,12,19
44554,56 STRATHMORE AVE Singapore,1.29316,103.80979,4,10,0,0,1,1,0,0,0,0,3,10,7,18
44574,55 STRATHMORE AVE Singapore,1.29343,103.80944,4,10,0,0,1,1,0,0,0,0,3,10,7,18
44594,3A HOLLAND CL Singapore,1.30833,103.79699,0,10,0,2,0,2,0,3,0,2,5,8,9,17
44605,129 CLARENCE LANE Singapore,1.29318,103.8142,5,11,0,0,1,1,0,0,0,0,3,13,5,26
44613,13 GHIM MOH RD Singapore,1.30969,103.78891,1,8,0,0,0,1,1,2,0,1,3,6,12,17
44619,132 CLARENCE LANE Singapore,1.29223,103.815,5,11,0,0,1,1,0,0,0,0,4,12,5,26
44622,302 CANBERRA RD Singapore,1.44509,103.82292,3,12,0,0,0,0,0,0,0,0,0,1,4,19
44629,492 ADMIRALTY LINK Singapore,1.45684,103.81707,5,7,0,0,0,0,0,0,0,0,0,0,10,15
44649,510A WELLINGTON CIRCLE Singapore,1.4538,103.8204,6,7,0,0,0,0,0,0,0,0,0,0,9,15
44665,508C WELLINGTON CIRCLE Singapore,1.45308,103.82135,7,7,0,0,0,0,0,0,0,0,0,0,9,15
44671,354C ADMIRALTY DR Singapore,1.45074,103.81849,7,10,0,0,0,0,0,0,0,0,0,0,7,17
44678,325 SEMBAWANG CRES Singapore,1.44466,103.81874,4,12,0,0,0,0,0,0,0,0,0,1,6,16
44687,407 SEMBAWANG DR Singapore,1.45317,103.81691,6,10,0,0,0,0,0,0,0,0,0,0,9,17
44711,466B SEMBAWANG DR Singapore,1.45517,103.81393,5,10,0,0,0,0,0,0,0,0,0,0,9,17
44726,337 SEMBAWANG CRES Singapore,1.44642,103.81527,6,13,0,0,0,0,0,0,0,0,0,1,6,21
44737,356B ADMIRALTY DR Singapore,1.44931,103.81704,7,11,0,0,0,0,0,0,0,0,0,0,7,17
44758,354D ADMIRALTY DR Singapore,1.45074,103.81849,7,10,0,0,0,0,0,0,0,0,0,0,7,17
44769,295C COMPASSVALE CRES Singapore,1.39719,103.90029,9,25,0,1,0,0,0,0,0,0,0,0,8,24
44786,305C ANCHORVALE LINK Singapore,1.3889200000000002,103.88791,5,26,1,1,0,1,0,0,0,0,0,1,6,22
44799,185C RIVERVALE CRES Singapore,1.39303,103.90652,11,24,0,1,0,0,0,0,0,0,0,0,4,25
44814,249 COMPASSVALE RD Singapore,1.392,103.8992,8,26,0,1,0,0,0,0,0,0,0,0,6,22
44827,203B COMPASSVALE RD Singapore,1.3867,103.89455,11,28,1,1,0,0,0,0,0,0,0,1,7,22
44835,308C ANCHORVALE RD Singapore,1.38934,103.88673,6,25,1,1,0,1,0,0,0,0,0,1,5,22
44845,186C RIVERVALE DR Singapore,1.39294,103.90491,11,25,0,1,0,0,0,0,0,0,0,0,4,25
44852,144 RIVERVALE DR Singapore,1.38905,103.90616,6,27,0,1,0,0,0,0,0,0,0,0,4,22
44861,260D SENGKANG EAST WAY Singapore,1.3942,103.89585,10,26,1,1,0,0,0,0,0,0,0,0,7,22
44869,324A SENGKANG EAST WAY Singapore,1.39326,103.89202,7,25,1,1,0,0,0,0,0,0,0,0,6,20
44876,106 RIVERVALE WALK Singapore,1.38237,103.90012,8,23,0,2,0,0,0,0,0,0,0,0,5,17
44883,151 RIVERVALE CRES Singapore,1.39213,103.90567,11,25,0,1,0,0,0,0,0,0,0,0,4,25
44894,436B FERNVALE RD Singapore,1.39254,103.87607,4,12,0,1,0,0,0,0,0,0,0,0,6,13
44918,441B FERNVALE RD Singapore,1.3916,103.87548,4,12,0,1,0,0,0,0,0,0,0,0,6,13
44940,270A SENGKANG CTRL Singapore,1.38583,103.89379,9,30,1,1,0,1,0,0,0,0,0,1,7,21
44960,441D FERNVALE RD Singapore,1.39223,103.87514,4,11,0,1,0,0,0,0,0,0,0,0,6,12
44990,269A COMPASSVALE LINK Singapore,1.3836,103.89572,8,27,1,2,0,1,0,0,0,0,0,1,6,19
45006,272B SENGKANG CTRL Singapore,1.38556,103.89412,9,29,1,1,0,1,0,0,0,0,0,1,7,21
45031,264F COMPASSVALE BOW Singapore,1.38173,103.8954,8,26,1,2,0,1,0,0,0,0,0,1,6,18
45040,271C SENGKANG CTRL Singapore,1.38501,103.89474,9,29,1,1,0,1,0,0,0,0,0,1,7,19
45051,277D COMPASSVALE LINK Singapore,1.38202,103.89393,6,27,1,2,0,1,0,0,0,0,0,1,6,21
45066,149 RIVERVALE CRES Singapore,1.39104,103.90557,10,26,0,1,0,0,0,0,0,0,0,0,4,25
45076,188D RIVERVALE DR Singapore,1.39479,103.90391,13,26,0,1,0,0,0,0,0,0,0,0,5,26
45078,296B COMPASSVALE CRES Singapore,1.3974799999999998,103.89939,8,25,0,1,0,0,0,0,0,0,0,0,6,25
45098,184B RIVERVALE CRES Singapore,1.3923,103.90704,9,24,0,1,0,0,0,0,0,0,0,0,4,23
45107,128 RIVERVALE ST Singapore,1.39017,103.90272,8,27,0,1,0,0,0,0,0,0,0,0,5,23
45121,313B ANCHORVALE RD Singapore,1.39276,103.88757,5,24,1,1,0,0,0,0,0,0,0,0,8,20
45134,244 COMPASSVALE RD Singapore,1.39327,103.89913,10,25,0,1,0,0,0,0,0,0,0,0,5,24
45141,403B FERNVALE LANE Singapore,1.38888,103.8728,3,10,0,1,0,0,0,1,0,0,0,1,5,11
45154,318C ANCHORVALE LINK Singapore,1.3934799999999998,103.88943,5,23,1,1,0,0,0,0,0,0,0,0,7,20
